# Pronounce — full dictionary

Format: <word> | <IPA> | <respelling> | <category> | <confidence> | <source>
Erdos | /ˈɛrdɜːrʃ/ | AIR dursh | person | community-consensus | https://en.wikipedia.org/wiki/Paul_Erd%C5%91s
Kyutai | /ˈkjuː.taɪ/ | KYOO tye | product | contested | https://www.amplifypartners.com/blog-posts/arming-the-rebels-with-gpus-gradium-kyutai-and-audio-ai
Moshi | /ˈmoʊ.ʃi/ | MOH shee | product | contested | https://github.com/kyutai-labs/moshi
Hymba | /ˈhɪm.bə/ | HIM buh | cs-term | contested | https://developer.nvidia.com/blog/hymba-hybrid-head-architecture-boosts-small-language-model-performance/
Pangu | /pɑːnˈɡuː/ | pahn GOO | product | contested | https://en.wiktionary.org/wiki/Pangu
CRI-O | /ˈkraɪoʊ/ | CRY oh | tool | community-consensus | https://www.redhat.com/en/blog/introducing-cri-o-10
Raku | /ˈrɑː.kuː/ | RAH koo | cs-term | community-consensus | https://www.hackster.io/news/perl-6-is-dead-long-live-raku-perl-5-s-sister-language-gets-a-clean-break-shiny-new-name-3f72ebd298b7
Nostr | /ˈnoʊ.stər/ | NOH ster | cs-term | contested | https://en.wikipedia.org/wiki/Talk:Nostr
QOI | /kɔɪ/ | koy | abbreviation | contested | https://en.wikipedia.org/wiki/QOI_(image_format)
CBOR | /ˈsiːbɔːr/ | SEE bore | acronym | contested | https://datatracker.ietf.org/doc/html/rfc8949
Brotli | /ˈbroʊt.li/ | BROHT lee | cs-term | community-consensus | https://opensource.googleblog.com/2015/09/introducing-brotli-new-compression.html
Cap'n Proto | /ˌkæpən ˈproʊtoʊ/ | KAP uhn PROH toh | tool | creator-clarified | https://news.ycombinator.com/item?id=36909537
Dirichlet | /ˌdɪərɪˈkleɪ/ | deer ick LAY | person | contested | https://en.wikipedia.org/wiki/Talk:Johann_Peter_Gustav_Lejeune_Dirichlet
Galois | /ɡælˈwɑ/ | gal WAH | person | community-consensus | https://en.wiktionary.org/wiki/Galois
Levenshtein | /ˈlɛvənˌʃtaɪn/ | LEV en shtine | person | contested | https://en.wikipedia.org/wiki/Levenshtein_distance
kurtosis | /kɚˈtoʊsɪs/ | ker TOH sis | cs-term | community-consensus | https://en.wiktionary.org/wiki/kurtosis
Weibull | /ˈwaɪbʊl/ | WHY bull | person | contested | https://en.wikipedia.org/wiki/Weibull_distribution
Tikhonov | /ˈtiːxənɔf/ | TEE khuh nawf | person | contested | https://en.wikipedia.org/wiki/Andrey_Tikhonov_(mathematician)
mythos | /ˈmɪθɑs/ | MITH oss | cs-term | community-consensus | https://www.merriam-webster.com/dictionary/mythos
I-JEPA | /ˌaɪ ˈdʒɛpə/ | eye jep uh | product | community-consensus | https://arxiv.org/abs/2301.08243
V-JEPA | /ˌviː ˈdʒɛpə/ | vee jep uh | product | community-consensus | https://ai.meta.com/blog/v-jepa-yann-lecun-ai-model-video-joint-embedding-predictive-architecture/
V-JEPA 2 | /ˌviː ˈdʒɛpə ˈtuː/ | vee jep uh two | product | community-consensus | https://ai.meta.com/blog/v-jepa-2-world-model-benchmarks/
A-JEPA | /ˌeɪ ˈdʒɛpə/ | ay jep uh | product | community-consensus | https://arxiv.org/abs/2311.15830
MC-JEPA | /ˌɛm ˌsiː ˈdʒɛpə/ | em see jep uh | product | community-consensus | https://arxiv.org/abs/2307.12698
Point-JEPA | /ˌpɔɪnt ˈdʒɛpə/ | point jep uh | product | community-consensus | https://arxiv.org/abs/2404.16432
DINOv2 | /ˈdiːnoʊ viː ˈtuː/ | dee noh vee two | product | community-consensus | https://arxiv.org/abs/2304.07193
DINOv3 | /ˈdiːnoʊ viː ˈθriː/ | dee noh vee three | product | contested | https://ai.meta.com/blog/dinov3-self-supervised-vision-model/
iBOT | /ˈaɪbɑːt/ | eye bot | product | community-consensus | https://github.com/bytedance/ibot
BEiT | /biːt/ | beet | product | contested | https://arxiv.org/abs/2106.08254
DINO-WM | /ˈdiːnoʊ ˌdʌbəljuː ˈɛm/ | dee noh W M | product | community-consensus | https://dino-wm.github.io/
BYOL | /ˌbiː waɪ oʊ ˈɛl/ | B Y O L | product | contested | https://arxiv.org/abs/2006.07733
SimSiam | /sɪmˈsaɪæm/ | sim sigh am | product | community-consensus | https://arxiv.org/abs/2011.10566
VICReg | /ˈvɪkrɛɡ/ | vik reg | product | community-consensus | https://arxiv.org/abs/2105.04906
VICRegL | /ˈvɪkrɛɡ ˌɛl/ | vik reg el | product | community-consensus | https://arxiv.org/abs/2210.01571
Barlow Twins | /ˈbɑːrloʊ ˈtwɪnz/ | bar loh twinz | product | community-consensus | https://arxiv.org/abs/2103.03230
MoCo | /ˈmoʊkoʊ/ | moh koh | product | community-consensus | https://arxiv.org/abs/1911.05722
SimCLR | /sɪmˈklɪr/ | sim clear | product | community-consensus | https://arxiv.org/abs/2002.05709
MAE | /meɪ/ | may | product | contested | https://arxiv.org/abs/2111.06377
data2vec | /ˈdeɪtə tuː vɛk/ | day tuh too vek | product | community-consensus | https://arxiv.org/abs/2202.03555
IRIS | /ˈaɪrɪs/ | eye ris | product | community-consensus | https://arxiv.org/abs/2209.00588
TWM | /ˌtiː ˌdʌbəljuː ˈɛm/ | T W M | product | community-consensus | https://arxiv.org/abs/2303.07109
Genie 2 | /ˈdʒiːni ˈtuː/ | jee nee two | product | community-consensus | https://deepmind.google/blog/genie-2-a-large-scale-foundation-world-model/
Aleph | /ˈɑːlɛf/ | ah lef | product | community-consensus | https://en.wiktionary.org/wiki/aleph
Aphrodite | /ˌæfrəˈdaɪti/ | af ruh die tee | project | community-consensus | https://en.wiktionary.org/wiki/Aphrodite
BAML | /ˈbæməl/ | bam uhl | project | contested | https://github.com/BoundaryML/baml
Coze | /koʊz/ | kohz | product | community-consensus | https://www.merriam-webster.com/dictionary/coze
cuDNN | /ˈkuː diː ɛn ɛn/ | coo dee en en | tool | community-consensus | https://developer.nvidia.com/cudnn
Dyad | /ˈdaɪæd/ | dye ad | tool | community-consensus | https://www.dyad.sh/
einsum | /ˈaɪnsʌm/ | ine sum | cs-term | community-consensus | https://numpy.org/doc/stable/reference/generated/numpy.einsum.html
Fugatto | /fuˈɡɑːtoʊ/ | foo gah toh | product | community-consensus | https://research.nvidia.com/publication/2025-04_fugatto-1-foundational-generative-audio-transformer-opus-1
GEMM | /dʒɛm/ | jem | acronym | community-consensus | https://en.wikipedia.org/wiki/GEMM
Horovod | /ˈhɔrəvɑd/ | hor uh vahd | project | community-consensus | https://www.uber.com/en-CA/blog/horovod/
Hume | /hjuːm/ | hyoom | product | community-consensus | https://en.wikipedia.org/wiki/David_Hume
Inngest | /ɪnˈdʒɛst/ | in jest | product | community-consensus | https://github.com/inngest/inngest
Junie | /ˈdʒuːni/ | joo nee | product | community-consensus | https://www.jetbrains.com/junie/
Kiro | /ˈkɪroʊ/ | keer oh | product | creator-clarified | https://kiro.dev/about/
Kokoro | /ˈkoʊkoʊroʊ/ | koh koh roh | product | community-consensus | https://huggingface.co/hexgrad/Kokoro-82M
Le Chat | /lə ʃɑ/ | luh shah | product | community-consensus | https://en.wikipedia.org/wiki/Mistral_AI
Machete | /məˈʃɛti/ | muh shet ee | project | community-consensus | https://developers.redhat.com/articles/2024/10/14/introducing-machete-mixed-input-gemm-kernel
Marey | /ˈmɛri/ | mair ee | product | community-consensus | https://www.fastcompany.com/91363868/moonvalley-releases-its-power-tool-for-ai-filmmaking
MinIO | /mɪnˈaɪoʊ/ | min eye oh | product | creator-clarified | https://www.techtarget.com/searchstorage/blog/Storage-Soup/Minio-prepares-new-object-storage-dish-for-2019
Orpheus | /ˈɔːrfiːəs/ | or fee us | product | community-consensus | https://en.wikipedia.org/wiki/Orpheus
Phind | /faɪnd/ | find | product | community-consensus | https://www.ycombinator.com/companies/phind
Qodo | /ˈkoʊdoʊ/ | koh doh | product | community-consensus | https://www.qodo.ai/blog/introducing-qodo-a-new-name-the-same-commitment-to-quality/
ROCm | /ˈrɑkəm/ | rahk em | product | community-consensus | https://en.wikipedia.org/wiki/ROCm
Rodin | /roʊˈdæn/ | roh dan | product | community-consensus | https://en.wikipedia.org/wiki/Auguste_Rodin
SYCL | /ˈsɪkəl/ | sik uhl | cs-term | community-consensus | https://en.wikipedia.org/wiki/SYCL
Ulysses | /juːˈlɪsiːz/ | yoo liss eez | project | community-consensus | https://dictionary.cambridge.org/us/pronunciation/english/ulysses
Vapi | /ˈvæpi/ | vappy | product | community-consensus | https://www.ycombinator.com/companies/vapi
Vidu | /ˈviːduː/ | vee doo | product | community-consensus | https://www.newsgd.com/node_1299786306/bf5b26915a.shtml
Sakana | /sɑˈkɑnɑ/ | sah kah nah | project | community-consensus | https://en.wiktionary.org/wiki/%E3%81%95%E3%81%8B%E3%81%AA
Surya | /ˈsuːrjə/ | soor yuh | tool | contested | https://en.wikipedia.org/wiki/Surya
Sarvam | /ˈsɜːrvəm/ | sir vum | product | community-consensus | https://en.wiktionary.org/wiki/%E0%A4%B8%E0%A4%B0%E0%A5%8D%E0%A4%B5
Kuaishou | /ˈkwaɪʃoʊ/ | kwai show | product | community-consensus | https://en.wiktionary.org/wiki/%E5%BF%AB%E6%89%8B
Jina | /ˈdʒiːnə/ | jee nuh | product | creator-clarified | https://github.com/jina-ai/faq/blob/main/faq_main.md
vlt | /ˈvoʊlt/ | volt | cli-tool | creator-clarified | https://github.com/vltpkg
Cogito | /ˈkɑɡɪˌtoʊ/ | kog ih toh | product | contested | https://www.merriam-webster.com/dictionary/cogito
Typst | /ˈtaɪpst/ | typst | tool | creator-clarified | https://github.com/typst/typst
Qoder | /ˈkoʊdər/ | coder | product | community-consensus | https://zenn.dev/beagle/articles/52fb87f10d537f?locale=en
Grype | /ˈɡraɪp/ | gripe | cli-tool | creator-clarified | https://oss.anchore.com/docs/projects/
Syft | /ˈsɪft/ | sift | cli-tool | creator-clarified | https://oss.anchore.com/docs/projects/
Shai-Hulud | /ˌʃaɪ huˈluːd/ | shy hoo lude | project | community-consensus | https://en.wikipedia.org/wiki/Sandworm_(Dune)
Ghidra | /ˈɡiːdrə/ | ghee druh | tool | creator-clarified | https://github.com/NationalSecurityAgency/ghidra/wiki/Frequently-asked-questions
Odysseus | /oʊˈdɪsiəs/ | oh diss ee us | project | community-consensus | https://en.wiktionary.org/wiki/Odysseus
melange | /meɪˈlɑːnʒ/ | may lahnzh | cli-tool | community-consensus | https://en.wiktionary.org/wiki/melange
SPIFFE | /ˈspɪfi/ | spiffy | acronym | community-consensus | https://www.redhat.com/en/topics/security/spiffe-and-spire
youki | /ˈjoʊki/ | yoh kee | tool | creator-clarified | https://github.com/youki-dev/youki/blob/main/README.md
Krkn | /ˈkrɑːkən/ | krah kuhn | project | community-consensus | https://github.com/krkn-chaos/krkn
Aeraki | /ɛˈrɑːki/ | air rah kee | project | creator-clarified | https://github.com/aeraki-mesh/aeraki
Kured | /ˈkjʊr diː/ | cure dee | product | creator-clarified | https://kured.dev/docs/faq/
Fluss | /ˈfluːs/ | floose | product | creator-clarified | https://github.com/apache/fluss
Zenoh | /ˈziːnoʊ/ | zee noh | project | contested | https://github.com/eclipse-zenoh/zenoh/blob/main/README.md
Kuasar | /ˈkweɪzɑr/ | kway zar | project | community-consensus | https://github.com/cncf/sandbox/issues/56
Kairos | /ˈkaɪrɑs/ | kye rahss | project | community-consensus | https://www.dictionary.com/browse/kairos
Piraeus | /paɪˈriːəs/ | pie ree us | product | community-consensus | https://en.wikipedia.org/wiki/Piraeus
Vineyard | /ˈvɪnjərd/ | vin yerd | project | community-consensus | https://www.oxfordlearnersdictionaries.com/us/definition/english/vineyard
Gravitino | /ˌɡrævɪˈtiːnoʊ/ | grav ih tee noh | project | community-consensus | https://www.dictionary.com/browse/gravitino
jOOQ | /ˈdʒuːk/ | juke | tool | creator-clarified | https://www.jooq.org/how-to-pronounce-jooq
Rocq | /ˈrɑːk/ | rock | product | community-consensus | https://github.com/rocq-prover/rocq/wiki/Alternative-names
Ktor | /ˈkeɪtɔːr/ | kay tor | product | creator-clarified | https://ktor.io/docs/faq.html
Hikari | /ˌhiːkɑːˈriː/ | hee kah ree | product | creator-clarified | https://github.com/brettwooldridge/HikariCP
Werkzeug | /ˈvɛrkˌtsɔɪk/ | verk tsoyk | product | community-consensus | https://en.wiktionary.org/wiki/Werkzeug
Jinja | /ˈdʒɪndʒə/ | jin juh | tool | community-consensus | https://jinja.palletsprojects.com/en/stable/faq/
Zephyr | /ˈzɛfər/ | zeffer | project | community-consensus | https://www.merriam-webster.com/dictionary/zephyr
Zeitwerk | /ˈtsaɪtvɛrk/ | tsite verk | tool | community-consensus | https://github.com/fxn/zeitwerk
Citus | /ˈsaɪtəs/ | site us | project | creator-clarified | https://www.citusdata.com/blog/2018/06/19/how-to-pronounce-citus/
APISIX | /ˌeɪ piː ˈaɪ sɪks/ | ay pee eye six | project | creator-clarified | https://github.com/apache/apisix/issues/1190
Alembic | /əˈlɛmbɪk/ | uh lem bik | tool | community-consensus | https://www.merriam-webster.com/dictionary/alembic
reqwest | /rɪˈkwɛst/ | request | product | community-consensus | https://seanmonstar.com/blog/introducing-reqwest/
Cython | /ˈsaɪθɑːn/ | sigh thon | tool | community-consensus | https://en.wikipedia.org/wiki/Cython
Leiningen | /ˈlaɪnɪŋən/ | line ing un | tool | creator-clarified | https://leiningen.org/faq.html
RNGD | /ˈrɛnɪˌɡeɪd/ | ren uh gayd | product | creator-clarified | https://furiosa.ai/rngd
tau-bench | /ˈtaʊ ˌbɛntʃ/ | tau bench | project | contested | https://github.com/sierra-research/tau2-bench
AGNTCY | /ˈeɪdʒənsi/ | ay jun see | project | community-consensus | https://aisera.com/blog/a2a-agent2agent-protocol/
GAIA | /ˈɡaɪə/ | guy uh | acronym | contested | https://en.wiktionary.org/wiki/Gaia
sycophancy | /ˈsɪkəfənsi/ | sick uh fuhn see | cs-term | community-consensus | https://www.oxfordlearnersdictionaries.com/definition/english/sycophancy
Elo | /ˈiːloʊ/ | ee loh | cs-term | contested | https://en.wikipedia.org/wiki/Elo_rating_system
Liger | /ˈlaɪɡər/ | lie gher | product | community-consensus | https://en.wiktionary.org/wiki/liger
Helion | /ˈhiːliɑːn/ | hee lee on | product | community-consensus | https://en.wikipedia.org/wiki/Helium-3_nucleus
Chutes | /ˈʃuːts/ | shoots | product | community-consensus | https://en.wiktionary.org/wiki/chute
Ion Stoica | /iˈoʊn ˈstɔɪkə/ | ee own stoy kuh | person | community-consensus | https://en.wiktionary.org/wiki/Ion
Ghodsi | /ˈɡɑːdsi/ | god see | person | community-consensus | https://www.pronouncenames.com/ghodsi
Liang Wenfeng | /ˌljɑːŋ ˈwʌn fʌŋ/ | lyahng wun fung | person | community-consensus | https://en.wikipedia.org/wiki/Liang_Wenfeng
Raschka | /ˈrɑːʃkə/ | rahsh kuh | person | community-consensus | https://www.howtopronounce.com/raschka
Tri Dao | /ˌtriː ˈdaʊ/ | tree dow | person | community-consensus | https://pronounce.voanews.com/browse-oneregion.php?region=vietnam
Ronacher | /ˈroʊnɑːkər/ | roh nah ker | person | community-consensus | https://rustacean-station.org/transcript/rust-in-production-armin-ronacher/
Kolmogorov | /ˌkoʊlməˈɡɔːrəf/ | kohl muh gor uhf | person | community-consensus | https://www.dictionary.com/browse/kolmogorov
Huyen | /ˈhwiən/ | hwee uhn | person | community-consensus | https://en.wiktionary.org/wiki/Huy%E1%BB%81n
Rubin | /ˈruːbɪn/ | roo bin | product | community-consensus | https://en.wikipedia.org/wiki/Vera_Rubin
AMI | /ˌeɪ ɛm ˈaɪ/ | A M I | acronym | contested | https://www.technologyreview.com/2026/01/22/1131661/yann-lecuns-new-venture-ami-labs/
Taalas | /ˈtɑːlɑːs/ | tah lahs | product | community-consensus | https://baike.baidu.com/en/item/Taalas/1451675
Jalapeño | /ˌhɑːləˈpeɪnjoʊ/ | hah luh pay nyoh | product | community-consensus | https://en.wiktionary.org/wiki/jalape%C3%B1o
oMLX | /ˌoʊ ɛm ɛl ˈɛks/ | oh em ell eks | tool | community-consensus | (no source)
Maia | /ˈmaɪə/ | my ah | product | contested | https://en.wiktionary.org/wiki/Maia
Majorana | /ˌmaɪəˈrɑːnə/ | my uh rah nuh | product | community-consensus | https://en.wikipedia.org/wiki/Ettore_Majorana
MAI | /ˌɛm eɪ ˈaɪ/ | M A I | acronym | community-consensus | https://microsoft.ai/news/building-a-hillclimbing-machine-launching-seven-new-mai-models/
Corsair | /ˈkɔːrsɛər/ | kor sair | product | community-consensus | https://www.dictionary.com/browse/corsair
lighttpd | /ˈlaɪti/ | lie tee | product | creator-clarified | https://www.lighttpd.net/
Immich | /ˈɪmɪdʒ/ | image | product | creator-clarified | https://github.com/immich-app/immich/discussions/158
Debezium | /diˈbiːziəm/ | dee bee zee um | project | creator-clarified | https://debezium.io/documentation/faq/
NiFi | /ˈnaɪˌfaɪ/ | nigh fie | product | creator-clarified | https://svn.apache.org/repos/asf/nifi/site/trunk/faq.html
Keptn | /ˈkæptən/ | captain | project | creator-clarified | https://v1.keptn.sh/docs/concepts/glossary/
Tyk | /taɪk/ | tyke | product | creator-clarified | https://github.com/TykTechnologies/tyk/issues/195
Xapian | /ˈzæpiən/ | zap ee un | project | creator-clarified | https://trac.xapian.org/wiki/FAQ/CorrectPronunciation
Kueue | /kjuː/ | kyoo | project | community-consensus | https://easontechtalk.com/kueue-quick-start-fair-sharing-gpu-tpu-kubernetes/
Linode | /ˈlɪnoʊd/ | lin ode | product | creator-clarified | https://x.com/linode/status/288691718667255809
OpenBao | /ˌoʊpən ˈbaʊ/ | open bao | project | community-consensus | https://en.wiktionary.org/wiki/bao
Sqitch | /skɪtʃ/ | skitch | cli-tool | community-consensus | https://dev.to/ovid/sane-database-change-management-3cdm
Guice | /dʒuːs/ | juice | product | creator-clarified | https://github.com/google/guice
Thymeleaf | /ˈtaɪmˌliːf/ | time leaf | product | creator-clarified | https://www.thymeleaf.org/faq.html
Vitess | /vɪˈtɛs/ | vih tess | project | community-consensus | https://kubernetespodcast.com/episode/081-vitess/
musl | /ˈmʌsəl/ | muscle | product | creator-clarified | https://musl.libc.org/about.html
axios | /ˈæksioʊs/ | ak see ose | product | contested | https://github.com/axios/axios/issues/802
Mockito | /mɑːˈkiːtoʊ/ | mah kee toh | tool | contested | https://github.com/mockito/mockito/issues/889
xonsh | /kɑːnʃ/ | kahnsh | cli-tool | creator-clarified | https://xon.sh/
Pyodide | /ˈpaɪəˌdaɪd/ | pie uh dyed | product | creator-clarified | https://github.com/pyodide/pyodide/issues/1631
Haxe | /hɛks/ | hex | product | contested | https://groups.google.com/g/haxelang/c/GSOT3BGU180
FLTK | /ˈfʊltɪk/ | full tick | tool | creator-clarified | https://www.fltk.org/doc-1.1/intro.html
Cygwin | /ˈsɪɡwɪn/ | sig win | tool | community-consensus | https://en.wikipedia.org/wiki/Cygwin
