word,ipa,respelling_us,alt_ipa,alt_respelling_us,source_url,source_label,category,confidence,notes,audio_url
Kyutai,/ˈkjuː.taɪ/,KYOO tye,/kjuːˈtaɪ/,kyoo TYE,https://www.amplifypartners.com/blog-posts/arming-the-rebels-with-gpus-gradium-kyutai-and-audio-ai,"Amplify Partners — ""named for the Japanese word for 'sphere'""",product,contested,"Paris-based open-science AI lab (founded Nov 2023 by Xavier Niel/Iliad, Rodolphe Saadé/CMA CGM, and Eric Schmidt/Schmidt Sciences) behind the Moshi real-time voice model. The name romanizes the Japanese 球体 (kyūtai), meaning 'sphere/orb' — the intended reading is two syllables: KYOO (きゅう, a long vowel like English 'cue'/'queue') + tye (たい, rhyming with 'tie'). English devs routinely mangle it into 3-4 syllables ('kee-YOO-tah-ee') because the vowel cluster looks longer than it sounds. Stress is genuinely contested: Japanese is pitch-accent rather than stressed, so English speakers split between first-syllable KYOO-tye (recommended primary) and second-syllable kyoo-TYE. Note kyutai.org itself does NOT explain the name; the Japanese-sphere etymology is confirmed by Amplify Partners' write-up.",https://pronounce.renlab.ai/audio/kyutai.mp3
Moshi,/ˈmoʊ.ʃi/,MOH shee,/ˈmɑː.ʃi/,MAH shee,https://github.com/kyutai-labs/moshi,kyutai-labs/moshi GitHub README,product,contested,"Kyutai's real-time full-duplex speech-text foundation model (July 2024), built on the Mimi neural audio codec (Mimi = MEE-mee). Say it MOH-shee: stress the first syllable, long 'o' as in 'go', 'sh' as in 'ship' — MOH-shee. The name matches the Japanese word もしもし (moshi moshi), the phrase used to answer the phone; that etymology is widely assumed but is NOT stated in Kyutai's README, the arXiv paper (2410.00037), or kyutai.org, so treat the naming rationale as unconfirmed. Common English mispronunciations are 'MOSH-ee' (rhyming with 'posh') and 'MOSH-eye' — both wrong.",https://pronounce.renlab.ai/audio/moshi.mp3
Hymba,/ˈhɪm.bə/,HIM buh,/ˈhaɪm.bə/,HYME buh,https://developer.nvidia.com/blog/hymba-hybrid-head-architecture-boosts-small-language-model-performance/,NVIDIA Technical Blog — Hymba,cs-term,contested,"NVIDIA's 1.5B hybrid-head small language model (Nov 2024) that runs Mamba (state-space) and attention heads in parallel within the same layer. The name is widely read as a blend of 'HYbrid' + 'Mamba' (secondary write-ups confirm this; NVIDIA's own blog never states the etymology, so the portmanteau is community inference). That blend implies a short 'y' — HIM-buh, a homophone of the Namibian Himba people — and stress falls on the first syllable. But the 'Hy-' spelling leads many English speakers to default to HYME-buh (long i, like 'hybrid'), so usage is split. No official NVIDIA pronunciation exists.",https://pronounce.renlab.ai/audio/hymba.mp3
Pangu,/pɑːnˈɡuː/,pahn GOO,/ˈpæŋ.ɡuː/,PANG goo,https://en.wiktionary.org/wiki/Pangu,Wiktionary — Pangu,product,contested,"Huawei's large-model family (盘古大模型, pinyin pángǔ), named for the primordial giant of Chinese creation myth. The two syllables are pan + gu (Mandarin IPA [pʰǎn.kù]), with the 'an' as in 'father'. The attested English pronunciation (Wiktionary) is /pɑːnˈɡuː/ — pahn-GOO — and the 'pan' has a plain /n/, NOT an 'ng'. English speakers very commonly misread 'pan-gu' as PANG-goo, fusing an /ŋ/ that isn't in the original and shifting the syllable boundary to pang|u. Distinct from the unrelated iOS jailbreak tool also called Pangu.",https://pronounce.renlab.ai/audio/pangu.mp3
CRI-O,/ˈkraɪoʊ/,CRY oh,/ˌsiːɑːrˈaɪˌoʊ/,C R I oh (spelled out),https://www.redhat.com/en/blog/introducing-cri-o-10,Red Hat blog — Introducing CRI-O 1.0,tool,community-consensus,"Lightweight CNCF Kubernetes container runtime; default runtime in OpenShift. The name derives from CRI (Container Runtime Interface) plus OCI (Open Container Initiative) — confirmed by Red Hat's announcement. Common community reading is 'CRY-oh': read 'CRI' as the word 'cry', then 'oh'. Stress on CRY. Common mispronunciations: spelling it out letter-by-letter 'C-R-I-O', or 'CREE-oh'. No official/maintainer doc states the pronunciation, so this is community usage rather than a creator clarification.",https://pronounce.renlab.ai/audio/cri-o.mp3
Raku,/ˈrɑː.kuː/,RAH koo,/ˈræk.uː/,RAK oo,https://www.hackster.io/news/perl-6-is-dead-long-live-raku-perl-5-s-sister-language-gets-a-clean-break-shiny-new-name-3f72ebd298b7,Hackster.io — Perl 6 renamed to Raku (2019),cs-term,community-consensus,"The language formerly known as Perl 6, renamed Raku in Oct 2019 with Larry Wall's blessing for the name. Community pronunciation is RAH-koo — first syllable 'rah' as in cheering 'rah-rah', second 'koo' as in 'cuckoo', stress on RAH. The name honors the Rakudo compiler, a contraction of Japanese Rakuda-dō ('Way of the Camel'), and evokes 楽 raku ('comfort/enjoyment'). English speakers frequently flatten it to RAK-oo (rhyming with 'rack you'), the common Anglicization. Do NOT read it as 'rake-oo'. Note: the cited Hackster.io article covers the rename and etymology but does not itself document the pronunciation.",https://pronounce.renlab.ai/audio/raku.mp3
Nostr,/ˈnoʊ.stər/,NOH ster,/ˈnɒ.stər/,NOSS ter (as in ostrich),https://en.wikipedia.org/wiki/Talk:Nostr,Wikipedia — Talk:Nostr (Pronunciation section documents the long-o vs ostrich split),cs-term,contested,"Decentralized social protocol; the name is an acronym for 'Notes and Other Stuff Transmitted by Relays' — so it has no vowel and no official spoken form. Two camps: (1) NOH-ster with a long o like 'nose' (matching the 'Notes...' expansion), and (2) NOSS-ter with the short o of 'ostrich'. The ostrich reading is widespread enough that Nostr users nickname themselves 'nostriches', strong community evidence for the short-o variant. Wikipedia's Talk page logs both variants (nōstər, nôstər); creator fiatjaf has explicitly told people to 'invent your own way', so there is no creator decree and it is genuinely contested. Stress on the first syllable either way. (Other heard-in-the-wild forms include No-stir and Naw-ster.)",https://pronounce.renlab.ai/audio/nostr.mp3
QOI,/kɔɪ/,koy,/ˌkjuː.oʊˈaɪ/,kew oh EYE,https://en.wikipedia.org/wiki/QOI_(image_format),Wikipedia — QOI (image format),abbreviation,contested,"The 'Quite OK Image' format by Dominic Szablewski (phoboslab), released 2021 — a ~300-line lossless image codec. The widely-held reading is 'koy', identical to the ornamental koi fish: the official logo stylizes the Q into a fish, making the pun explicit (no formal written pronunciation note from the creator exists, so it's inferred from the logo and community usage). Rhymes with 'boy'. Despite this, many developers spell it out letter-by-letter as 'kew-oh-EYE' (Q-O-I) because it reads like a standard acronym. The sibling audio format QOA ('Quite OK Audio') follows the same koi-style joke.",https://pronounce.renlab.ai/audio/qoi.mp3
CBOR,/ˈsiːbɔːr/,SEE bore,/ˌsiːbiːoʊˈɑːr/,see bee oh AR,https://datatracker.ietf.org/doc/html/rfc8949,IETF RFC 8949 — Concise Binary Object Representation,acronym,contested,"Concise Binary Object Representation, the binary data format defined in IETF RFC 8949 (used in COSE, WebAuthn attestation, CoAP/IoT). The RFC defines the expansion but gives no spoken form, so usage is split: many say it as one word 'SEE-bore' (C read as the letter, second syllable like 'bore' — roughly 'seaboard' minus the 'd'), while others spell it out 'C-B-O-R'. Compare the related token format CWT, which RFC 8392 explicitly says is pronounced like 'cot' — no such ruling exists for CBOR itself, leaving it genuinely contested. Stress on the first syllable in the word form (SEE-bore); on the final letter in the spelled-out form (see-bee-oh-AR).",https://pronounce.renlab.ai/audio/cbor.mp3
Brotli,/ˈbroʊt.li/,BROHT lee,/ˈbrɒt.li/,BROT lee,https://opensource.googleblog.com/2015/09/introducing-brotli-new-compression.html,Google Open Source Blog — Introducing Brotli (2015),cs-term,community-consensus,"Google's HTTP compression algorithm (Content-Encoding: br), now supported in all major browsers. Named after the Swiss German word 'Brötli' meaning a small bread roll — sibling to Google's earlier 'Zopfli' (also a Swiss bakery product). Most English speakers say BROHT-lee (stress on BROHT, long o); some say BROT-lee with a short o. Two syllables: BROHT + lee — the 'tli' is one syllable, not 'tuh-lee'. The umlaut 'ö' of the original 'Brötli' is dropped in the ASCII spelling, which is part of what makes the word look harder than it sounds. Common mistakes: broh-TLEE (stress on the wrong syllable) or reading '-tli' as two syllables. Stress is on the first syllable.",https://pronounce.renlab.ai/audio/brotli.mp3
Cap'n Proto,/ˌkæpən ˈproʊtoʊ/,KAP uhn PROH toh,/ˌkæpteɪn ˈproʊtoʊ/,CAP tain PROH toh,https://news.ycombinator.com/item?id=36909537,"Hacker News — Kenton Varda (kentonv, creator) on the name origin",tool,creator-clarified,"Zero-copy data serialization + RPC framework by Kenton Varda, former maintainer of Google's Protocol Buffers. Per Varda himself, the name originally meant 'Capabilities and Protobufs' — NOT a Cap'n Crunch pun; he said the cereal reference 'never occurred to me,' and the 'cerealization protocol' pun was pointed out by someone else and only then added to the logo. Regardless of origin, 'Cap'n' is the ordinary contraction of 'captain', so it's said 'KAP-uhn PROH-toh' — same first word as the cereal mascot Cap'n Crunch — stress on KAP and PROH. Newcomers misread the apostrophe and say the full 'CAPtain Proto', or spell the tool name 'capnp' out as letters C-A-P-N-P. The schema file extension and compiler are 'capnp' ('cap-en-pee').",https://pronounce.renlab.ai/audio/cap-n-proto.mp3
Dirichlet,/ˌdɪərɪˈkleɪ/,deer ick LAY,/ˌdɪərɪˈʃleɪ/,deer ish LAY,https://en.wikipedia.org/wiki/Talk:Johann_Peter_Gustav_Lejeune_Dirichlet,Wikipedia Talk § Pronunciation (Peter Gustav Lejeune Dirichlet),person,contested,"Named after German mathematician Peter Gustav Lejeune Dirichlet — ubiquitous in ML via the Dirichlet distribution and Latent Dirichlet Allocation (LDA, Blei/Ng/Jordan 2003). The surname LOOKS French (from 'Richelette' in French-speaking Belgium) but he lived in German lands, so two camps exist: the German-style deer-ick-LAY (hard 'k', /kleɪ/) vs the French-style deer-ish-LAY (soft 'sh', /ʃleɪ/). Final stress on -LAY; the 't' is silent in both common readings (though a minority, citing Calabi, insist on a hard final 't'). Wikipedia's own talk page never resolved it — a contributor jokes that saying it 'correctly' makes you sound wrong to most mathematicians. Wikipedia documents the English IPA as the hard-k /ˌdɪərɪˈkleɪ/; many ML practitioners say deer-ish-LAY.",https://pronounce.renlab.ai/audio/dirichlet.mp3
Galois,/ɡælˈwɑ/,gal WAH,/ɡælˈwɑː/,,https://en.wiktionary.org/wiki/Galois,Wiktionary § Galois (English IPA /ɡælwɑ/),person,community-consensus,"Named after French mathematician Évariste Galois (1811–1832), of Galois theory and the finite/Galois field GF(p) that underpins error-correcting codes, AES, and elliptic-curve crypto. English speakers regularly say gal-OYZ or GAL-oyss, treating it like an English word; the accepted reading is gal-WAH — the final 's' is SILENT (French) and stress lands on the second syllable -WAH. Wiktionary gives English /ɡælwɑ/; French is [ɡalwa]. Crypto/TLS engineers who say 'Galois Counter Mode (GCM)' very often mispronounce it.",https://pronounce.renlab.ai/audio/galois.mp3
Levenshtein,/ˈlɛvənˌʃtaɪn/,LEV en shtine,/ˈliːvənˌʃtiːn/,LEE ven shteen,https://en.wikipedia.org/wiki/Levenshtein_distance,Wikipedia § Levenshtein distance (named after Vladimir Levenshtein),person,contested,"Named after Soviet/Russian mathematician Vladimir Levenshtein (Russian: Левенштейн), who defined the edit-distance metric in 1965 — bread-and-butter in NLP, spell-checkers, fuzzy search, and bioinformatics. The German/Yiddish-orthography '-stein' is the trap: the standard English reading rhymes 'stein' with 'mine' (like Einstein), giving LEV-en-shtine — stress on the FIRST syllable, 'sht' cluster kept intact. Many devs instead say LEV-en-STEEN / LEE-ven-steen (sounding the 's' separately, '-steen' like the recurring 'Bernstein' debate) or stress the middle syllable. The 'sh' before the 't' is what most often gets dropped.",https://pronounce.renlab.ai/audio/levenshtein.mp3
kurtosis,/kɚˈtoʊsɪs/,ker TOH sis,,,https://en.wiktionary.org/wiki/kurtosis,Wiktionary § kurtosis (GenAm /kɚˈtoʊsɪs/),cs-term,community-consensus,"Statistics term for the 'tailedness' of a distribution, from Greek κυρτός (kurtos, 'curved/arching'); coined by Karl Pearson c.1905. Wiktionary GenAm /kɚˈtoʊsɪs/ — primary stress on the second/middle syllable -TOH-, with a long 'oh'. Data scientists frequently flatten it to KUR-toh-sis (stress on first) or say ker-TAH-sis / ker-TOSS-is with a short 'o'. The leading 'ku-' is a plain 'ker-' schwa+r, not 'koor-'. Pairs with 'skewness' in every pandas .describe() conversation, so it's said often and missed often.",https://pronounce.renlab.ai/audio/kurtosis.mp3
Weibull,/ˈwaɪbʊl/,WHY bull,/ˈveɪbʊl/,VY bull,https://en.wikipedia.org/wiki/Weibull_distribution,Wikipedia § Weibull distribution (headword IPA /ˈwaɪbʊl/),person,contested,"The Weibull distribution (reliability engineering, survival analysis, hazard/lifetime modeling, ML) is named after Swedish engineer Waloddi Weibull (1887–1979). General American speakers overwhelmingly say WHY-bull (/ˈwaɪbʊl/) with a true 'w' — this is the headword pronunciation in English Wikipedia, stress on the first syllable. But because Swedish 'W' is sounded as a 'V', the namesake-correct form is VY-bull (/ˈveɪbʊl/), which purists and many reliability engineers prefer; both are commonly heard in stats/ML talks. Either way the '-bull' is a reduced 'buul' (/-bʊl/), not 'bool'.",https://pronounce.renlab.ai/audio/weibull.mp3
Tikhonov,/ˈtiːxənɔf/,TEE khuh nawf,/ˌtɪkˈhoʊnɒv/,tik HOH nov,https://en.wikipedia.org/wiki/Andrey_Tikhonov_(mathematician),Wikipedia § Andrey Tikhonov (mathematician),person,contested,"Tikhonov regularization (= ridge regression / L2 penalty; also ill-posed inverse problems) is named after Russian mathematician Andrey Tikhonov. Russian Ти́хонов = [ˈtʲixənəf] (per Wiktionary): stress on the FIRST syllable — TEE-khuh-nawf (the reduced final vowel is closer to 'nuf') — with a guttural 'kh' (/x/, a single throaty sound, not 'k-h') and a final 'v' that devoices toward 'f'. English speakers almost always shift stress to the second syllable, tik-HOH-nov, and say a plain 'k' + 'h'. The name also surfaces transliterated as 'Tychonoff' (Tychonoff's theorem in topology), reinforcing that the 'kh' is one guttural sound.",https://pronounce.renlab.ai/audio/tikhonov.mp3
mythos,/ˈmɪθɑs/,MITH oss,,,https://www.merriam-webster.com/dictionary/mythos,Merriam-Webster,cs-term,community-consensus,"GenAm ""MITH-ahs"" (Merriam-Webster primary). Greek-derived term for a culture's underlying narrative/belief system. One reading pinned per request.",https://pronounce.renlab.ai/audio/mythos.mp3
I-JEPA,/ˌaɪ ˈdʒɛpə/,eye jep uh,,,https://arxiv.org/abs/2301.08243,"Assran et al., 'Self-Supervised Learning from Images with a Joint-Embedding Predictive Architecture' (arXiv 2301.08243, CVPR 2023)",product,community-consensus,"Meta's image self-supervised model (Image JEPA); the 'I' is the letter 'eye' /aɪ/ and JEPA is one word /ˈdʒɛpə/ rhyming with 'pepper', so 'eye-JEP-uh' — the way LeCun voices the suffix. Predicts in latent space, not pixels.",https://pronounce.renlab.ai/audio/i-jepa.mp3
V-JEPA,/ˌviː ˈdʒɛpə/,vee jep uh,,,https://ai.meta.com/blog/v-jepa-yann-lecun-ai-model-video-joint-embedding-predictive-architecture/,"Meta AI blog, 'V-JEPA' (Bardes et al., arXiv 2404.08471)",product,community-consensus,"Meta's video JEPA; 'V' (Video) is spelled 'vee' and JEPA is said as the word, giving 'vee-JEP-uh'. Not letter-by-letter.",https://pronounce.renlab.ai/audio/v-jepa.mp3
V-JEPA 2,/ˌviː ˈdʒɛpə ˈtuː/,vee jep uh two,,,https://ai.meta.com/blog/v-jepa-2-world-model-benchmarks/,"Meta AI blog, 'Introducing the V-JEPA 2 world model' (arXiv 2506.09985)",product,community-consensus,"2025 video world model, successor to V-JEPA; numeral read 'two' — 'vee-JEP-uh two'.",https://pronounce.renlab.ai/audio/v-jepa-2.mp3
A-JEPA,/ˌeɪ ˈdʒɛpə/,ay jep uh,,,https://arxiv.org/abs/2311.15830,"Fei et al., 'A-JEPA: Joint-Embedding Predictive Architecture Can Listen' (arXiv 2311.15830)",product,community-consensus,"Audio/spectrogram JEPA built on I-JEPA; the 'A' (Audio) is the letter-name 'ay' /eɪ/, NOT the article 'uh' — 'ay-JEP-uh'.",https://pronounce.renlab.ai/audio/a-jepa.mp3
MC-JEPA,/ˌɛm ˌsiː ˈdʒɛpə/,em see jep uh,,,https://arxiv.org/abs/2307.12698,"Bardes, Ponce & LeCun, 'MC-JEPA' (arXiv 2307.12698)",product,community-consensus,Motion-and-Content JEPA; the initials have no vowel so they are letter-spelled 'em-see' ahead of the word JEPA — 'em-see-JEP-uh'.,https://pronounce.renlab.ai/audio/mc-jepa.mp3
Point-JEPA,/ˌpɔɪnt ˈdʒɛpə/,point jep uh,,,https://arxiv.org/abs/2404.16432,"Saito et al., 'Point-JEPA' (arXiv 2404.16432)",product,community-consensus,JEPA for point clouds; ordinary word 'point' + JEPA — 'point-JEP-uh'.,https://pronounce.renlab.ai/audio/point-jepa.mp3
DINOv2,/ˈdiːnoʊ viː ˈtuː/,dee noh vee two,,,https://arxiv.org/abs/2304.07193,DINOv2 paper (arXiv 2304.07193),product,community-consensus,"Meta/FAIR self-supervised ViT foundation model, DINO scaled to v2; said 'DEE-noh vee-two' (DINO = self-DIstillation with NO labels). A minority says 'DYE-noh'.",https://pronounce.renlab.ai/audio/dinov2.mp3
